"postcode","instals","estimated_dwellings","density","capacity","capunder10","cap10_100","capover100","countunder10","count10_100","countover100","pot_kw","pot_sqm","pot_gwh"
"2754","698","2249","27.3","4182.0","2816.0","1366.0","0.0","615","83","0","51263.0","328,083","66.7"
"2756","3186","12754","20.1","23165.0","11247.0","11918.0","0.0","2561","625","0","344062.0","2,201,995","448.0"
"2757","83","291","19.9","669.0","276.0","393.0","0.0","58","25","0","9511.0","60,868","12.3"
"2758","959","3137","24.8","5796.0","3324.0","2472.0","0.0","779","180","0","99390.0","636,097","128.7"
"2759","2701","8790","29.2","13931.0","10721.0","2807.0","403.0","2571","129","1","215354.0","1,378,264","282.8"
"2760","2505","13389","17.6","13115.0","9537.0","3356.0","222.0","2359","144","2","199984.0","1,279,896","260.5"
"2761","3701","9982","34.8","19080.0","14242.0","4468.0","370.0","3478","221","2","161148.0","1,031,345","210.9"
"2762","1964","2016","87.8","12819.0","10250.0","2569.0","0.0","1771","193","0","44600.0","285,442","57.9"
"2763","2955","9334","30.3","12805.0","11028.0","1777.0","0.0","2828","127","0","116560.0","745,987","150.1"
"2765","4353","5654","65.9","34434.0","21675.0","10073.0","2686.0","3727","621","5","218606.0","1,399,076","284.9"
"2766","1360","4962","25.3","14135.0","4947.0","3964.0","5224.0","1256","96","8","195351.0","1,250,245","256.8"
"2767","2864","7915","35.1","10518.0","9408.0","1110.0","0.0","2782","82","0","86649.0","554,553","111.5"
"2768","3372","8720","37.0","14992.0","12901.0","2091.0","0.0","3229","143","0","112710.0","721,344","145.2"
"2769","2168","5831","33.6","12273.0","9465.0","2808.0","0.0","1958","210","0","51657.0","330,608","66.5"
"2770","3860","19173","19.3","17942.0","13832.0","3790.0","320.0","3701","158","1","262639.0","1,680,888","338.4"
"2773","689","2211","29.4","3029.0","2530.0","499.0","0.0","649","40","0","37305.0","238,749","47.9"
"2774","1398","4925","26.9","6123.0","5091.0","1032.0","0.0","1327","71","0","71831.0","459,717","92.3"
"2775","206","852","22.1","1073.0","709.0","364.0","0.0","188","18","0","26881.0","172,039","34.8"
"2776","523","1571","31.4","2148.0","1765.0","383.0","0.0","493","30","0","24214.0","154,972","31.1"
"2777","2036","6689","28.7","9088.0","6929.0","2010.0","149.0","1921","114","1","116062.0","742,795","149.2"
"2778","349","983","35.1","1242.0","1187.0","55.0","0.0","345","4","0","15917.0","101,870","20.4"
"2779","539","2077","25.0","2056.0","1756.0","300.0","0.0","519","20","0","28924.0","185,112","37.1"
"2780","1386","7027","18.7","6202.0","4521.0","1681.0","0.0","1314","72","0","111048.0","710,709","145.9"
"2782","757","2991","24.5","3147.0","2765.0","382.0","0.0","733","24","0","48722.0","311,823","62.5"
"2783","301","1143","25.1","1185.0","903.0","282.0","0.0","287","14","0","19343.0","123,795","24.8"
"2784","177","556","31.1","626.0","574.0","52.0","0.0","173","4","0","8394.0","53,723","10.8"
"2785","613","2926","20.2","2483.0","2051.0","432.0","0.0","591","22","0","4489.0","28,731","5.9"
"2786","174","866","18.7","746.0","568.0","178.0","0.0","162","12","0","5224.0","33,431","6.7"
"2787","540","2129","23.3","4598.0","2059.0","545.0","1994.0","496","43","1","40069.0","256,440","52.5"
"2790","1563","7389","19.4","8880.0","5968.0","2386.0","526.0","1432","128","3","162605.0","1,040,672","214.3"
"2791","49","156","26.9","337.0","188.0","149.0","0.0","42","7","0","6491.0","41,540","9.2"
"2792","51","206","22.8","405.0","217.0","188.0","0.0","47","4","0","7418.0","47,478","10.5"
"2793","178","576","29.9","784.0","704.0","80.0","0.0","172","6","0","15976.0","102,248","22.7"
"2794","1505","4555","30.0","8702.0","5519.0","2937.0","246.0","1365","139","1","140984.0","902,298","201.0"
"2795","4723","18593","23.2","27901.0","19424.0","8078.0","399.0","4312","409","2","475978.0","3,046,258","665.7"
"2797","59","187","29.4","290.0","240.0","50.0","0.0","55","4","0","3750.0","24,003","5.3"
"2798","303","921","28.8","1638.0","1202.0","436.0","0.0","265","38","0","29101.0","186,248","41.3"
"2799","402","1721","20.9","3063.0","1631.0","831.0","601.0","360","41","1","24870.0","159,170","35.3"
"2800","5075","19780","22.9","33182.0","20621.0","11114.0","1447.0","4538","533","4","462098.0","2,957,429","658.9"
"2803","64","152","36.2","621.0","251.0","370.0","0.0","55","9","0","10863.0","69,523","15.4"
"2804","521","1223","38.9","2830.0","1975.0","755.0","100.0","476","44","1","32462.0","207,757","46.0"
"2805","55","198","24.2","295.0","178.0","117.0","0.0","48","7","0","8188.0","52,406","12.0"
"2806","118","412","25.7","894.0","519.0","375.0","0.0","106","12","0","12064.0","77,208","17.6"
"2807","77","216","34.3","326.0","290.0","36.0","0.0","74","3","0","8077.0","51,695","11.5"
"2808","36","188","18.1","168.0","146.0","22.0","0.0","34","2","0","6043.0","38,678","8.6"
"2809","40","113","31.0","215.0","158.0","57.0","0.0","35","5","0","6341.0","40,584","9.3"
"2810","516","1657","28.0","3056.0","2046.0","1010.0","0.0","464","52","0","44326.0","283,686","64.8"
"2817","32","157","17.8","170.0","122.0","48.0","0.0","28","4","0","10570.0","67,650","15.6"
"2818","104","354","25.4","599.0","414.0","185.0","0.0","90","14","0","14895.0","95,325","21.9"
"2820","833","3068","24.6","204305.0","2986.0","1299.0","200020.0","756","76","1","56651.0","362,569","83.5"
"2821","1037","1983","45.8","16814.0","3228.0","1895.0","11691.0","909","123","5","78374.0","501,596","115.5"
"2822","33","207","12.1","306.0","129.0","177.0","0.0","25","8","0","10781.0","68,996","15.9"
"2823","299","614","41.4","1636.0","992.0","644.0","0.0","254","45","0","38714.0","247,769","57.0"
"2824","498","1010","43.1","2590.0","1683.0","907.0","0.0","435","63","0","46818.0","299,633","69.2"
"2825","401","1094","31.4","104261.0","1269.0","992.0","102000.0","344","56","1","45001.0","288,004","67.1"
"2826","38","75","41.3","132057.0","139.0","71.0","131847.0","31","6","1","7763.0","49,683","11.4"
"2827","782","1672","42.3","3851.0","2582.0","1269.0","0.0","708","74","0","65722.0","420,622","96.9"
"2828","162","467","28.7","983.0","582.0","401.0","0.0","134","28","0","24993.0","159,955","36.8"
"2829","598","1431","37.5","3250.0","2065.0","1185.0","0.0","536","62","0","36309.0","232,380","54.1"
"2830","8571","16371","48.5","58568.0","26920.0","12677.0","18971.0","7945","620","6","440342.0","2,818,192","651.8"
"2831","537","905","54.6","2256.0","1731.0","525.0","0.0","494","43","0","55997.0","358,380","83.3"
"2832","433","1261","30.5","2288.0","1431.0","857.0","0.0","385","48","0","60074.0","384,473","90.0"
"2833","157","390","37.2","675.0","532.0","143.0","0.0","145","12","0","14832.0","94,926","22.1"
"2834","537","1437","35.6","1988.0","1385.0","603.0","0.0","512","25","0","40350.0","258,241","61.2"
"2835","822","1977","38.5","3931.0","2818.0","1113.0","0.0","762","60","0","58039.0","371,448","86.7"
"2836","148","457","26.9","833.0","436.0","397.0","0.0","123","25","0","17842.0","114,190","28.0"
"2838","23","100","20.0","153.0","82.0","71.0","0.0","20","3","0","4863.0","31,125","7.3"
"2839","235","532","40.8","1232.0","927.0","305.0","0.0","217","18","0","23254.0","148,828","35.8"
"2840","630","1315","42.4","3505.0","2328.0","1177.0","0.0","558","72","0","57035.0","365,024","87.9"
"2842","142","317","41.3","648.0","448.0","200.0","0.0","131","11","0","17874.0","114,393","26.3"
"2843","202","590","30.3","1212.0","812.0","400.0","0.0","179","23","0","26476.0","169,448","37.6"
"2844","275","721","34.3","1426.0","1039.0","387.0","0.0","247","28","0","26049.0","166,716","37.0"
"2845","197","839","22.1","962.0","791.0","171.0","0.0","185","12","0","2227.0","14,255","3.1"
"2846","69","183","36.6","2241.0","230.0","11.0","2000.0","67","1","1","8420.0","53,891","11.7"
"2847","329","1022","30.4","1591.0","1264.0","327.0","0.0","311","18","0","7998.0","51,187","11.2"
"2848","182","856","19.7","962.0","731.0","231.0","0.0","169","13","0","19791.0","126,665","28.3"
"2849","300","894","30.9","1515.0","1162.0","353.0","0.0","276","24","0","30972.0","198,224","44.0"
"2850","2507","8451","26.5","15180.0","10349.0","4541.0","290.0","2243","263","1","139499.0","892,792","198.2"
"2852","498","1688","26.8","113772.0","2064.0","804.0","110904.0","453","44","1","50947.0","326,059","72.5"
"2864","134","351","34.2","834.0","511.0","223.0","100.0","120","13","1","18718.0","119,798","26.6"
"2865","210","394","49.2","56879.0","778.0","229.0","55872.0","194","15","1","10159.0","65,019","14.4"
"2866","409","1264","28.7","41454.0","1617.0","781.0","39056.0","363","45","1","32379.0","207,225","45.9"
"2867","110","292","36.0","594.0","527.0","67.0","0.0","105","5","0","17085.0","109,343","25.2"
"2868","108","297","32.3","573.0","429.0","144.0","0.0","96","12","0","16333.0","104,528","24.0"
"2869","267","734","33.2","1492.0","995.0","497.0","0.0","244","23","0","39128.0","250,422","57.6"
"2870","1912","4875","35.1","166409.0","7435.0","3228.0","155746.0","1711","195","6","158354.0","1,013,462","232.2"
"2871","1222","4197","25.4","68994.0","4701.0","2756.0","61537.0","1064","156","2","167535.0","1,072,227","245.7"
"2873","153","285","44.9","830.0","522.0","308.0","0.0","128","25","0","17142.0","109,710","25.3"
"2874","97","226","39.8","436.0","352.0","84.0","0.0","90","7","0","12971.0","83,014","19.1"
"2875","162","532","26.9","7577.0","652.0","205.0","6720.0","143","18","1","30124.0","192,791","44.4"
"2876","57","192","27.6","283.0","242.0","41.0","0.0","53","4","0","16243.0","103,956","23.7"
"2877","692","1762","34.0","4324.0","2604.0","1720.0","0.0","599","93","0","51935.0","332,386","76.6"
"2878","55","173","28.3","264.0","186.0","78.0","0.0","49","6","0","15254.0","97,623","22.7"
"2879","217","425","44.7","1148.0","710.0","438.0","0.0","190","27","0","16176.0","103,529","25.4"
"2880","4849","9604","47.2","73989.0","15126.0","5863.0","53000.0","4537","311","1","197925.0","1,266,719","311.7"
"2898","41","246","15.9","156.0","135.0","21.0","0.0","39","2","0","0.0","0","0.0"
"2899","545","2032","25.7","1654.0","1180.0","474.0","0.0","522","23","0","0.0","0","0.0"
"2900","138","599","20.5","1794.0","552.0","550.0","692.0","123","14","1","27020.0","172,931","38.0"
"2902","1575","5932","25.0","7647.0","6173.0","1231.0","243.0","1483","91","1","88107.0","563,883","124.5"
"2903","886","3776","22.0","4387.0","3598.0","789.0","0.0","830","56","0","57331.0","366,921","81.0"
"2904","1431","5034","26.8","19220.0","5211.0","1159.0","12850.0","1349","81","1","75987.0","486,318","107.4"
"2905","2633","11152","22.6","12819.0","11109.0","1710.0","0.0","2515","118","0","156473.0","1,001,426","221.0"
"2906","1536","6418","22.6","7808.0","6400.0","1408.0","0.0","1450","86","0","94273.0","603,345","133.2"
"2911","370","2536","11.3","3485.0","1455.0","2030.0","0.0","286","84","0","53195.0","340,449","75.2"
"2912","319","1792","15.9","2763.0","1222.0","761.0","780.0","285","32","2","34281.0","219,399","47.4"
"2913","2781","14949","17.5","13773.0","11464.0","2209.0","100.0","2617","163","1","165915.0","1,061,855","229.9"
"2914","2378","10638","20.3","14163.0","10465.0","3098.0","600.0","2164","213","1","113265.0","724,896","156.9"
"3000","59","567","5.1","1361.0","133.0","1029.0","199.0","29","29","1","117652.0","752,976","145.5"
"3002","68","708","8.2","514.0","233.0","281.0","0.0","58","10","0","23720.0","151,809","29.2"
"3003","87","820","8.3","1077.0","267.0","810.0","0.0","68","19","0","67817.0","434,028","84.5"
"3004","16","33","","345.0","24.0","321.0","0.0","5","11","0","0.0","0","0.0"
"3006","31","333","2.7","1497.0","51.0","662.0","784.0","9","18","4","45170.0","289,086","55.9"
"3008","92","199","36.2","1700.0","137.0","902.0","661.0","72","18","2","43764.0","280,088","54.3"
"3011","790","6184","11.9","4211.0","2484.0","1627.0","100.0","734","55","1","108622.0","695,182","134.5"
"3012","1235","10112","11.4","6971.0","4100.0","2571.0","300.0","1152","81","2","269117.0","1,722,349","337.7"
"3013","851","6105","13.5","3699.0","2883.0","816.0","0.0","822","29","0","88707.0","567,726","111.7"
"3015","1002","7200","13.5","4535.0","3420.0","737.0","378.0","969","32","1","118341.0","757,383","148.4"
"3016","915","5838","14.7","4246.0","3066.0","1180.0","0.0","858","57","0","102060.0","653,182","128.4"
"3018","1107","6149","17.1","5571.0","3312.0","2082.0","177.0","1052","54","1","135695.0","868,446","170.3"
"3019","467","4172","10.6","2913.0","1598.0","914.0","401.0","441","25","1","65027.0","416,171","80.0"
"3020","2876","16717","16.1","16083.0","8731.0","5801.0","1551.0","2691","181","4","382940.0","2,450,816","477.7"
"3021","3462","19478","17.6","14354.0","12797.0","1082.0","475.0","3424","36","2","277602.0","1,776,656","342.2"
"3022","193","1346","13.9","832.0","596.0","236.0","0.0","187","6","0","20136.0","128,873","25.3"
"3023","5800","22082","25.6","26665.0","21586.0","4125.0","954.0","5655","142","3","367514.0","2,352,090","460.8"
"3024","3446","9841","34.7","16665.0","15755.0","772.0","138.0","3412","33","1","133253.0","852,819","171.8"
"3025","628","5050","11.4","5442.0","2001.0","2383.0","1058.0","574","52","2","177332.0","1,134,922","224.0"
"3026","395","61","432.8","11530.0","1652.0","6133.0","3745.0","264","122","9","467328.0","2,990,901","601.0"
"3027","836","3385","24.5","3878.0","3752.0","126.0","0.0","829","7","0","39121.0","250,372","48.8"
"3028","2225","11524","19.1","8837.0","7741.0","1096.0","0.0","2201","24","0","160904.0","1,029,784","201.1"
"3029","13564","35074","37.8","72933.0","59906.0","10136.0","2891.0","13253","301","10","686327.0","4,392,494","864.0"
"3030","10582","43305","23.7","56191.0","44164.0","8397.0","3630.0","10282","293","7","584210.0","3,738,941","730.5"
"3031","617","5080","11.6","2656.0","1851.0","805.0","0.0","588","29","0","73902.0","472,974","91.7"
"3032","1274","8879","13.9","5501.0","4587.0","914.0","0.0","1233","41","0","139424.0","892,317","171.8"
"3033","879","6060","13.9","3919.0","3150.0","769.0","0.0","842","37","0","95922.0","613,904","118.8"
"3034","628","5053","12.0","2608.0","2210.0","398.0","0.0","604","24","0","62479.0","399,868","77.0"
"3036","447","2359","17.9","2074.0","1768.0","306.0","0.0","423","24","0","43523.0","278,545","53.6"
"3037","4165","17957","22.6","18644.0","16393.0","1551.0","700.0","4067","96","2","270719.0","1,732,605","333.6"
"3038","2157","9569","22.1","12177.0","8399.0","1076.0","2702.0","2111","44","2","178548.0","1,142,709","220.0"
"3039","615","4506","13.0","2754.0","2104.0","650.0","0.0","585","30","0","73588.0","470,965","90.7"
"3040","1144","8349","12.8","5527.0","3973.0","1212.0","342.0","1070","72","2","132349.0","847,033","163.0"
"3041","645","4500","13.8","3208.0","2468.0","740.0","0.0","620","25","0","83852.0","536,651","103.5"
"3042","897","7779","10.6","5537.0","2948.0","2114.0","475.0","821","75","1","131145.0","839,327","161.8"
"3043","1271","7980","14.4","8032.0","4165.0","3720.0","147.0","1150","120","1","212462.0","1,359,756","264.5"
"3044","1312","12113","10.5","5410.0","4468.0","942.0","0.0","1268","44","0","133729.0","855,869","165.0"
"3045","6","3","","294.0","5.0","289.0","0.0","2","4","0","82655.0","528,992","102.4"
"3046","1583","14157","10.9","6491.0","5413.0","1078.0","0.0","1542","41","0","170194.0","1,089,241","209.8"
"3047","1120","6401","16.7","9021.0","4237.0","1926.0","2858.0","1066","51","3","139003.0","889,620","171.0"
"3048","1238","6079","19.6","6063.0","4820.0","1243.0","0.0","1193","45","0","103531.0","662,595","128.6"
"3049","670","3758","17.2","3084.0","2663.0","421.0","0.0","647","23","0","59935.0","383,582","73.8"
"3051","185","2592","6.3","1123.0","533.0","590.0","0.0","164","21","0","51824.0","331,670","64.3"
"3052","105","994","8.5","1550.0","299.0","850.0","401.0","84","18","3","39844.0","255,000","49.2"
"3053","122","1661","5.8","1538.0","298.0","707.0","533.0","97","24","1","36653.0","234,576","45.2"
"3054","293","3081","9.3","1158.0","912.0","246.0","0.0","286","7","0","29194.0","186,841","36.0"
"3055","609","4191","14.1","2340.0","2000.0","340.0","0.0","591","18","0","53971.0","345,415","66.5"
"3056","1040","8797","11.1","5706.0","3208.0","1795.0","703.0","980","58","2","124886.0","799,271","154.9"
"3057","434","3866","10.6","1888.0","1412.0","476.0","0.0","409","25","0","45578.0","291,701","56.3"
"3058","2211","14042","14.8","11028.0","7479.0","2917.0","632.0","2078","131","2","212155.0","1,357,792","263.7"
"3059","1691","6016","26.1","9354.0","7608.0","1566.0","180.0","1573","117","1","109825.0","702,878","135.5"
"3060","652","5468","11.4","2964.0","2316.0","648.0","0.0","621","31","0","78044.0","499,480","96.4"
"3061","581","1726","19.9","11080.0","1636.0","7366.0","2078.0","344","229","8","281606.0","1,802,277","357.1"
"3063","67","197","25.4","455.0","251.0","204.0","0.0","50","17","0","12917.0","82,669","15.9"
"3064","9757","28379","33.1","54657.0","46412.0","5468.0","2777.0","9390","364","3","458474.0","2,934,232","567.4"
"3065","241","2434","9.2","1137.0","697.0","440.0","0.0","225","16","0","38551.0","246,723","47.4"
"3066","176","1482","10.1","1125.0","491.0","634.0","0.0","150","26","0","38942.0","249,232","47.9"
"3067","185","1857","8.6","1280.0","572.0","708.0","0.0","160","25","0","42441.0","271,621","52.8"
"3068","847","6059","13.5","3378.0","2677.0","701.0","0.0","815","32","0","69562.0","445,196","85.7"
"3070","1637","9136","17.5","6210.0","5498.0","712.0","0.0","1602","35","0","110085.0","704,542","135.8"
"3071","990","6885","13.9","4635.0","3375.0","1260.0","0.0","956","34","0","90623.0","579,986","112.2"
"3072","1828","13486","12.9","9090.0","6317.0","2189.0","584.0","1745","81","2","231745.0","1,483,169","287.7"
"3073","2733","24176","10.9","11430.0","9016.0","2414.0","0.0","2628","105","0","289243.0","1,851,154","358.1"
"3074","1415","7688","16.1","10536.0","4811.0","5366.0","359.0","1239","174","2","245807.0","1,573,163","308.0"
"3075","1430","8505","16.5","6101.0","5565.0","536.0","0.0","1402","28","0","118416.0","757,861","145.9"
"3076","2813","13307","20.3","13605.0","10286.0","3319.0","0.0","2704","109","0","243880.0","1,560,833","301.3"
"3078","833","4032","19.5","4019.0","2902.0","1117.0","0.0","786","47","0","69548.0","445,110","86.4"
"3079","847","5445","14.5","4290.0","3127.0","1163.0","0.0","792","55","0","89515.0","572,896","110.4"
"3081","704","6217","10.1","4989.0","2126.0","2114.0","749.0","629","72","3","107650.0","688,960","134.5"
"3082","2092","10764","19.1","9287.0","8097.0","888.0","302.0","2058","33","1","162783.0","1,041,809","200.7"
"3083","2213","11391","18.8","11789.0","7764.0","1765.0","2260.0","2140","69","4","184131.0","1,178,440","227.5"
"3084","1551","9695","15.4","6794.0","5654.0","1140.0","0.0","1489","62","0","137790.0","881,858","169.9"
"3085","823","5664","14.1","3424.0","2945.0","479.0","0.0","799","24","0","75956.0","486,117","93.7"
"3087","548","3894","13.8","2150.0","1952.0","198.0","0.0","539","9","0","45586.0","291,752","56.2"
"3088","1746","10749","15.9","7708.0","6509.0","782.0","417.0","1706","37","3","146327.0","936,493","180.6"
"3089","963","4382","21.4","4438.0","3817.0","621.0","0.0","936","27","0","68359.0","437,494","84.3"
"3090","196","824","19.4","1279.0","771.0","508.0","0.0","160","36","0","22332.0","142,924","27.5"
"3091","193","537","27.6","1309.0","666.0","643.0","0.0","148","45","0","21693.0","138,834","26.7"
"3093","263","1496","15.9","1622.0","991.0","631.0","0.0","238","25","0","26765.0","171,296","33.0"
"3094","551","3860","13.9","2213.0","1974.0","239.0","0.0","538","13","0","43007.0","275,246","53.0"
"3095","1949","9536","19.5","9236.0","7623.0","1429.0","184.0","1863","85","1","169203.0","1,082,897","209.0"
"3096","165","648","24.4","675.0","596.0","79.0","0.0","158","7","0","12669.0","81,082","15.6"
"3097","172","471","32.5","937.0","655.0","282.0","0.0","153","19","0","22153.0","141,780","26.0"
"3099","496","1866","25.1","2305.0","1848.0","457.0","0.0","468","28","0","44846.0","287,013","57.5"
"3101","1008","8066","11.4","5658.0","3642.0","1797.0","219.0","920","87","1","130518.0","835,313","160.9"
"3102","331","2421","13.1","1336.0","1156.0","180.0","0.0","318","13","0","36154.0","231,387","44.6"
"3103","702","5840","11.2","3450.0","2586.0","864.0","0.0","657","45","0","86330.0","552,515","106.4"
"3104","997","7660","12.3","5042.0","4010.0","1032.0","0.0","939","58","0","113613.0","727,120","140.1"
"3105","617","4265","13.9","2778.0","2329.0","449.0","0.0","592","25","0","64722.0","414,218","80.0"
"3106","1220","6267","18.4","5897.0","4694.0","1004.0","199.0","1153","66","1","105764.0","676,892","130.4"
"3107","762","5593","13.2","3400.0","2927.0","473.0","0.0","740","22","0","73015.0","467,298","90.0"
"3108","1158","7801","14.4","5669.0","4688.0","682.0","299.0","1124","33","1","119752.0","766,411","147.8"
"3109","1568","10206","15.0","7788.0","6407.0","738.0","643.0","1531","36","1","149825.0","958,880","184.7"
"3111","959","4575","19.4","5129.0","3516.0","996.0","617.0","889","68","2","77452.0","495,694","91.2"
"3113","758","2950","23.7","3676.0","2788.0","888.0","0.0","700","58","0","59403.0","380,176","69.9"
"3114","313","1233","23.3","1616.0","1284.0","332.0","0.0","287","26","0","31866.0","203,944","37.5"
"3115","346","1278","24.3","1853.0","1310.0","543.0","0.0","311","35","0","36971.0","236,612","43.5"
"3116","937","4026","22.3","4687.0","3665.0","622.0","400.0","897","39","1","79844.0","511,000","94.2"
"3121","771","8035","8.8","5484.0","2303.0","1535.0","1646.0","706","61","4","131063.0","838,801","161.8"
"3122","557","4483","11.6","2748.0","2041.0","707.0","0.0","519","38","0","97978.0","627,058","120.7"
"3123","421","3699","10.5","2105.0","1488.0","617.0","0.0","390","31","0","63526.0","406,568","78.3"
"3124","962","7533","12.1","4590.0","3565.0","1025.0","0.0","911","51","0","123734.0","791,900","152.5"
"3125","795","5680","13.4","3948.0","2649.0","694.0","605.0","762","32","1","86602.0","554,252","107.2"
"3126","319","2942","10.1","2577.0","1192.0","497.0","888.0","296","22","1","49557.0","317,164","61.1"
"3127","923","6845","13.0","3935.0","3391.0","544.0","0.0","887","36","0","98317.0","629,231","121.2"
"3128","852","6265","13.0","4055.0","2993.0","1062.0","0.0","814","38","0","111118.0","711,157","137.5"
"3129","883","7035","12.1","3727.0","3084.0","643.0","0.0","848","35","0","91212.0","583,756","112.7"
"3130","2001","12979","15.0","8391.0","7215.0","1176.0","0.0","1946","55","0","179526.0","1,148,968","221.8"
"3131","1525","9828","14.8","7111.0","5328.0","1683.0","100.0","1454","70","1","138989.0","889,530","164.3"
"3132","950","6883","13.3","4359.0","3432.0","603.0","324.0","913","36","1","97007.0","620,843","114.9"
"3133","1858","8684","20.8","8031.0","6926.0","1105.0","0.0","1809","49","0","137031.0","876,996","161.8"
"3134","2148","13049","15.5","11387.0","7746.0","3237.0","404.0","2026","119","3","224682.0","1,437,963","265.3"
"3135","1323","8240","15.5","6114.0","4780.0","1334.0","0.0","1277","46","0","109042.0","697,871","128.4"
"3136","3189","19378","16.0","14192.0","11665.0","1991.0","536.0","3099","88","2","272311.0","1,742,791","321.5"
"3137","1228","6461","17.6","7067.0","4215.0","2551.0","301.0","1134","93","1","134057.0","857,968","159.7"
"3138","1807","8905","19.9","7328.0","6753.0","575.0","0.0","1774","33","0","128600.0","823,040","151.5"
"3139","1531","5161","27.3","8405.0","5790.0","2615.0","0.0","1410","121","0","176130.0","1,127,235","207.1"
"3140","1414","7353","18.2","6859.0","5127.0","1732.0","0.0","1337","77","0","135056.0","864,355","159.6"
"3141","260","3284","7.2","1348.0","869.0","479.0","0.0","235","25","0","64446.0","412,457","79.4"
"3142","258","3583","5.7","2014.0","933.0","1081.0","0.0","206","52","0","66274.0","424,157","81.7"
"3143","236","2227","9.6","1289.0","835.0","454.0","0.0","213","23","0","42823.0","274,065","52.7"
"3144","391","3346","10.5","2289.0","1469.0","820.0","0.0","353","38","0","58149.0","372,150","71.7"
"3145","965","8113","11.3","4542.0","3544.0","742.0","256.0","920","44","1","130603.0","835,862","160.9"
"3146","1112","8291","12.6","5251.0","4275.0","976.0","0.0","1045","67","0","118414.0","757,849","146.1"
"3147","902","4969","17.5","3999.0","3417.0","582.0","0.0","872","30","0","73706.0","471,719","90.9"
"3148","460","3326","13.4","1824.0","1611.0","213.0","0.0","447","13","0","41750.0","267,198","52.4"
"3149","2369","10509","21.8","10312.0","8891.0","1421.0","0.0","2293","76","0","214318.0","1,371,636","269.3"
"3150","4707","21767","20.9","20759.0","18044.0","2460.0","255.0","4557","149","1","351639.0","2,250,487","414.4"
"3151","694","3962","17.1","3916.0","2377.0","528.0","1011.0","678","15","1","60299.0","385,915","75.7"
"3152","2847","13042","21.4","13439.0","11477.0","1331.0","631.0","2788","58","1","200067.0","1,280,427","235.9"
"3153","1772","8585","18.0","14366.0","5729.0","6947.0","1690.0","1547","219","6","263117.0","1,683,949","315.6"
"3154","349","1608","21.0","1448.0","1305.0","143.0","0.0","338","11","0","25337.0","162,155","29.8"
"3155","1709","10198","16.3","7661.0","5985.0","1254.0","422.0","1660","47","2","141819.0","907,641","167.7"
"3156","3407","14841","22.2","16455.0","12735.0","2261.0","1459.0","3291","114","2","242146.0","1,549,733","285.6"
"3158","444","2563","16.8","1959.0","1649.0","310.0","0.0","431","13","0","32663.0","209,045","38.5"
"3159","191","971","18.7","803.0","699.0","104.0","0.0","182","9","0","18245.0","116,770","21.4"
"3160","629","3523","17.2","2844.0","2371.0","473.0","0.0","607","22","0","53845.0","344,605","63.3"
"3161","419","4857","7.3","2613.0","1626.0","987.0","0.0","355","64","0","74246.0","475,175","91.5"
"3162","679","6479","9.7","3323.0","2538.0","785.0","0.0","631","48","0","86187.0","551,597","106.2"
"3163","1183","11117","10.4","4776.0","4175.0","601.0","0.0","1154","29","0","127022.0","812,944","156.7"
"3165","1422","9403","14.7","6179.0","5251.0","698.0","230.0","1381","40","1","149182.0","954,763","187.6"
"3166","1163","9517","11.5","6311.0","4094.0","1582.0","635.0","1090","72","1","152947.0","978,862","193.5"
"3167","627","3801","15.7","3124.0","2333.0","791.0","0.0","598","29","0","84410.0","540,226","107.4"
"3168","669","7302","8.1","6589.0","2144.0","2552.0","1893.0","589","77","3","184416.0","1,180,260","233.4"
"3169","1239","7983","14.7","7112.0","4686.0","1566.0","860.0","1175","63","1","165047.0","1,056,302","210.1"
"3170","1492","7651","18.6","8162.0","5748.0","2254.0","160.0","1423","68","1","169958.0","1,087,733","214.3"
"3171","1461","7435","18.8","8179.0","5405.0","1408.0","1366.0","1397","61","3","152140.0","973,697","192.7"
"3172","1737","8536","19.8","8136.0","6905.0","1231.0","0.0","1688","49","0","133685.0","855,583","168.6"
"3173","3045","9937","29.4","16559.0","12615.0","3343.0","601.0","2917","126","2","208362.0","1,333,519","264.2"
"3174","2346","14368","15.9","11245.0","9077.0","1368.0","800.0","2291","53","2","194265.0","1,243,294","243.9"
"3175","3417","20885","14.0","37555.0","11653.0","17095.0","8807.0","2915","484","18","864959.0","5,535,737","1106.0"
"3177","709","4813","14.4","2883.0","2600.0","283.0","0.0","695","14","0","58445.0","374,049","69.2"
"3178","3501","11537","29.5","15740.0","12922.0","2121.0","697.0","3409","91","1","221104.0","1,415,068","261.5"
"3179","554","2205","23.8","4115.0","2043.0","1299.0","773.0","524","28","2","75510.0","483,262","89.1"
"3180","767","3163","22.7","4058.0","2617.0","1441.0","0.0","719","48","0","94426.0","604,325","113.1"
"3181","340","4311","7.3","1663.0","1149.0","514.0","0.0","316","24","0","67683.0","433,172","83.4"
"3182","342","3242","9.7","1809.0","1128.0","509.0","172.0","315","26","1","61591.0","394,184","75.9"
"3183","385","3143","11.7","1614.0","1269.0","345.0","0.0","369","16","0","55558.0","355,574","68.5"
"3184","389","2306","16.3","1516.0","1329.0","187.0","0.0","375","14","0","43814.0","280,408","54.0"
"3185","445","3525","12.1","1942.0","1615.0","327.0","0.0","426","19","0","59338.0","379,764","73.1"
