"postcode","instals","estimated_dwellings","density","capacity","capunder10","cap10_100","capover100","countunder10","count10_100","countover100","pot_kw","pot_sqm","pot_gwh"
"6255","655","2147","29.8","2628.0","2387.0","241.0","0.0","640","15","0","65180.0","417,151","86.4"
"6256","28","188","13.8","128.0","92.0","36.0","0.0","26","2","0","11029.0","70,584","14.6"
"6258","702","3147","20.5","3940.0","2266.0","1674.0","0.0","644","58","0","116525.0","745,760","155.0"
"6260","175","762","20.1","1172.0","571.0","601.0","0.0","153","22","0","32969.0","211,000","43.7"
"6262","116","641","16.7","631.0","379.0","252.0","0.0","107","9","0","19455.0","124,514","25.8"
"6271","706","1723","40.2","2860.0","2462.0","398.0","0.0","693","13","0","44486.0","284,711","63.5"
"6275","295","862","32.6","1266.0","1006.0","260.0","0.0","281","14","0","31249.0","199,995","44.5"
"6280","5072","15368","31.7","23722.0","18297.0","5283.0","142.0","4876","195","1","56518.0","361,718","80.4"
"6281","1443","5142","27.0","7588.0","5954.0","1334.0","300.0","1388","52","3","97315.0","622,817","142.8"
"6282","414","1079","35.6","2161.0","1493.0","668.0","0.0","384","30","0","25271.0","161,731","37.0"
"6284","340","1343","23.8","1970.0","1420.0","550.0","0.0","319","21","0","32542.0","208,267","46.4"
"6285","1225","4950","23.5","6204.0","4703.0","1351.0","150.0","1161","63","1","102300.0","654,719","145.9"
"6286","134","360","33.6","878.0","462.0","267.0","149.0","121","12","1","17215.0","110,174","23.7"
"6288","85","299","24.7","514.0","287.0","227.0","0.0","74","11","0","13544.0","86,684","18.7"
"6290","296","1505","19.3","1161.0","1046.0","115.0","0.0","290","6","0","29669.0","189,881","41.0"
"6302","759","1947","38.2","3277.0","2817.0","460.0","0.0","743","16","0","79597.0","509,418","115.6"
"6304","416","889","46.2","1533.0","1427.0","106.0","0.0","411","5","0","48577.0","310,894","70.4"
"6306","175","502","33.1","888.0","672.0","216.0","0.0","166","9","0","38437.0","245,996","54.6"
"6308","275","792","33.2","1320.0","1120.0","200.0","0.0","263","12","0","48791.0","312,265","69.3"
"6309","60","137","40.1","294.0","210.0","84.0","0.0","55","5","0","10207.0","65,324","14.5"
"6311","102","267","36.7","423.0","353.0","70.0","0.0","98","4","0","19089.0","122,173","26.8"
"6312","558","2199","23.9","2655.0","1995.0","660.0","0.0","525","33","0","77634.0","496,855","109.2"
"6313","44","159","27.0","184.0","174.0","10.0","0.0","43","1","0","9789.0","62,650","13.7"
"6315","327","1006","31.6","1491.0","1190.0","201.0","100.0","318","8","1","56406.0","360,996","79.2"
"6316","66","176","36.9","246.0","231.0","15.0","0.0","65","1","0","13713.0","87,766","19.2"
"6317","427","1795","22.6","1958.0","1516.0","442.0","0.0","405","22","0","73280.0","468,991","103.3"
"6318","52","236","20.8","208.0","175.0","33.0","0.0","49","3","0","15758.0","100,850","22.1"
"6320","59","260","20.4","322.0","227.0","95.0","0.0","53","6","0","21433.0","137,172","30.1"
"6321","40","222","16.7","198.0","148.0","50.0","0.0","37","3","0","19951.0","127,688","28.0"
"6322","30","129","21.7","132.0","95.0","37.0","0.0","28","2","0","8290.0","53,059","10.5"
"6323","148","539","26.9","599.0","553.0","46.0","0.0","145","3","0","21109.0","135,099","26.6"
"6324","402","1641","23.1","1956.0","1457.0","499.0","0.0","379","23","0","71405.0","456,994","90.1"
"6326","62","211","28.9","224.0","211.0","13.0","0.0","61","1","0","16778.0","107,380","21.2"
"6327","36","121","29.8","143.0","143.0","0.0","0.0","36","0","0","7221.0","46,216","9.1"
"6328","44","241","17.4","194.0","161.0","33.0","0.0","42","2","0","19436.0","124,391","24.5"
"6330","3468","17964","18.7","14757.0","11716.0","2841.0","200.0","3366","101","1","424157.0","2,714,606","537.3"
"6333","864","3466","24.2","3601.0","2954.0","647.0","0.0","840","24","0","91065.0","582,814","115.0"
"6335","97","386","23.3","499.0","371.0","128.0","0.0","90","7","0","22022.0","140,941","31.0"
"6336","44","200","21.5","197.0","182.0","15.0","0.0","43","1","0","18574.0","118,873","26.1"
"6337","37","292","11.6","201.0","144.0","57.0","0.0","34","3","0","23489.0","150,329","33.0"
"6338","87","602","13.5","441.0","328.0","113.0","0.0","81","6","0","30649.0","196,155","38.7"
"6341","25","162","13.6","148.0","102.0","46.0","0.0","22","3","0","2884.0","18,459","4.1"
"6343","19","122","13.9","91.0","68.0","23.0","0.0","17","2","0","1583.0","10,130","2.2"
"6346","46","386","10.9","318.0","174.0","144.0","0.0","42","4","0","33628.0","215,220","45.8"
"6348","104","722","14.0","452.0","320.0","132.0","0.0","101","3","0","18134.0","116,057","24.8"
"6350","56","191","27.2","260.0","194.0","66.0","0.0","52","4","0","9118.0","58,356","12.8"
"6351","4","35","","17.0","17.0","0.0","0.0","4","0","0","4216.0","26,982","5.9"
"6352","24","110","19.1","196.0","103.0","93.0","0.0","21","3","0","8443.0","54,032","11.8"
"6353","100","438","21.7","516.0","442.0","74.0","0.0","95","5","0","21631.0","138,438","30.3"
"6355","43","272","14.3","261.0","198.0","63.0","0.0","39","4","0","33052.0","211,534","46.5"
"6356","16","74","17.6","97.0","58.0","39.0","0.0","13","3","0","9624.0","61,592","13.2"
"6357","9","47","","43.0","31.0","12.0","0.0","8","1","0","5781.0","36,999","8.1"
"6358","4","63","4.8","34.0","18.0","16.0","0.0","3","1","0","7132.0","45,647","10.0"
"6359","54","181","23.2","416.0","182.0","234.0","0.0","42","12","0","19565.0","125,216","27.5"
"6361","11","68","14.7","55.0","42.0","13.0","0.0","10","1","0","5738.0","36,722","8.0"
"6363","17","85","20.0","60.0","60.0","0.0","0.0","17","0","0","6682.0","42,763","9.4"
"6365","89","332","24.7","408.0","240.0","168.0","0.0","82","7","0","23859.0","152,698","33.6"
"6367","38","175","18.9","242.0","146.0","96.0","0.0","33","5","0","14882.0","95,243","20.9"
"6368","9","32","","49.0","49.0","0.0","0.0","9","0","0","7531.0","48,198","10.5"
"6369","107","375","26.1","640.0","450.0","190.0","0.0","98","9","0","23832.0","152,527","33.5"
"6370","57","248","22.6","209.0","188.0","21.0","0.0","56","1","0","9917.0","63,470","13.9"
"6372","27","77","33.8","103.0","89.0","14.0","0.0","26","1","0","3934.0","25,179","5.5"
"6373","8","48","","40.0","40.0","0.0","0.0","8","0","0","6774.0","43,355","9.5"
"6375","184","484","35.7","774.0","603.0","171.0","0.0","173","11","0","17064.0","109,211","23.9"
